name,age,salary,monthly_expenses,savings,investments,debt,assets,financial_goal,risk_appetite
Nitesh Suri,57,2646000.0,135000.0,2155000.0,6915000.0,662000.0,6170000.0,16983000.0,aggressive
Lohit Buch,42,1049000.0,38900.0,1126000.0,963000.0,867000.0,5039000.0,7746000.0,moderate
Ansh Walla,23,415000.0,27000.0,303000.0,456000.0,222000.0,309000.0,2745000.0,moderate
Ojas Kothari,38,1108000.0,66700.0,1512000.0,1032000.0,368000.0,1704000.0,9633000.0,aggressive
Sanaya Sinha,43,808000.0,51600.0,940000.0,1285000.0,504000.0,2610000.0,8716000.0,moderate
Leena Arora,31,447000.0,17400.0,360000.0,1085000.0,417000.0,916000.0,2763000.0,moderate
Jhalak Balasubramanian,42,697000.0,36400.0,54000.0,1637000.0,83000.0,1262000.0,4906000.0,moderate
Warda Reddy,46,1046000.0,48600.0,565000.0,2781000.0,89000.0,2885000.0,6404000.0,moderate
Luke Bobal,31,786000.0,43900.0,603000.0,1230000.0,860000.0,3163000.0,3989000.0,moderate
Brijesh Gade,52,1101000.0,66600.0,455000.0,2174000.0,1273000.0,2384000.0,9165000.0,aggressive
Qarin Oommen,39,1107000.0,40300.0,1400000.0,3168000.0,702000.0,190000.0,16893000.0,moderate
Jalsa Salvi,58,681000.0,24800.0,453000.0,1380000.0,117000.0,2663000.0,4845000.0,moderate
Ryan Datta,25,354000.0,11000.0,122000.0,177000.0,33000.0,1277000.0,1007000.0,moderate
Aishani Balay,34,1083000.0,38700.0,1278000.0,1062000.0,203000.0,2738000.0,4706000.0,moderate
Rohan Sahota,49,1173000.0,46000.0,1093000.0,266000.0,398000.0,3538000.0,3576000.0,moderate
Netra Dhillon,56,1115000.0,35900.0,374000.0,370000.0,915000.0,2053000.0,1124000.0,aggressive
Rachana Grewal,30,461000.0,20300.0,379000.0,680000.0,61000.0,244000.0,3650000.0,moderate
Tejas Pillay,59,553000.0,31700.0,585000.0,1225000.0,91000.0,2204000.0,3921000.0,conservative
Eshana Toor,29,382000.0,23800.0,267000.0,217000.0,327000.0,751000.0,767000.0,conservative
Yashawini Narang,37,1194000.0,52000.0,583000.0,1146000.0,369000.0,5883000.0,4114000.0,conservative
Libni Panchal,33,559000.0,18300.0,587000.0,564000.0,145000.0,2731000.0,2756000.0,moderate
Anthony Samra,38,731000.0,44500.0,765000.0,1842000.0,511000.0,1168000.0,8600000.0,conservative
Isaac Borde,56,659000.0,30000.0,49000.0,364000.0,62000.0,642000.0,998000.0,aggressive
Chaman Upadhyay,49,704000.0,27900.0,274000.0,72000.0,531000.0,2673000.0,779000.0,conservative
Zaitra Hans,52,2048000.0,99900.0,2022000.0,3833000.0,47000.0,7829000.0,8902000.0,aggressive
Megha Deo,31,763000.0,53100.0,286000.0,1206000.0,213000.0,121000.0,5154000.0,aggressive
Aryan Deep,57,968000.0,43300.0,1400000.0,8000.0,523000.0,2600000.0,2369000.0,aggressive
Aachal Bains,38,690000.0,47700.0,197000.0,1583000.0,522000.0,979000.0,4195000.0,conservative
Kashvi Nagi,46,1128000.0,44800.0,1280000.0,1434000.0,276000.0,282000.0,5742000.0,moderate
Reva Desai,48,796000.0,26700.0,1192000.0,1308000.0,840000.0,1713000.0,9719000.0,moderate
Zaid Sant,47,583000.0,20800.0,322000.0,1173000.0,643000.0,388000.0,4509000.0,aggressive
Abeer Mall,44,1012000.0,62100.0,936000.0,156000.0,584000.0,1433000.0,1717000.0,moderate
Qabil Choudhury,40,1136000.0,58600.0,231000.0,588000.0,371000.0,3217000.0,2612000.0,conservative
Karan Pathak,46,1402000.0,74900.0,1334000.0,1948000.0,186000.0,1738000.0,12166000.0,moderate
Urmi Ramanathan,56,2024000.0,140600.0,2999000.0,1044000.0,2280000.0,3674000.0,12818000.0,moderate
Udyati Tata,36,459000.0,23000.0,670000.0,161000.0,74000.0,1627000.0,2334000.0,moderate
Bimala Kurian,41,985000.0,33500.0,637000.0,960000.0,353000.0,3974000.0,3700000.0,aggressive
Nirja Mani,28,464000.0,27400.0,575000.0,594000.0,183000.0,1067000.0,3563000.0,moderate
Robert Deshpande,35,732000.0,27700.0,914000.0,1866000.0,236000.0,2158000.0,4456000.0,aggressive
Pooja Manne,51,1221000.0,65200.0,640000.0,2179000.0,3000.0,2017000.0,5813000.0,moderate
Jyoti Karnik,46,905000.0,58600.0,1125000.0,2523000.0,225000.0,4005000.0,13866000.0,moderate
Bhavika Misra,30,202000.0,9900.0,58000.0,277000.0,181000.0,82000.0,1098000.0,conservative
Abhiram Singhal,42,1502000.0,63500.0,2207000.0,2129000.0,370000.0,732000.0,7530000.0,moderate
Harish Arya,52,1515000.0,80500.0,1974000.0,1416000.0,1389000.0,286000.0,10768000.0,moderate
Chakradev Kale,26,262000.0,9000.0,207000.0,64000.0,131000.0,134000.0,1016000.0,conservative
Nimrat Bora,24,437000.0,18300.0,266000.0,226000.0,42000.0,1374000.0,1563000.0,aggressive
Lohit Sule,36,676000.0,33900.0,961000.0,137000.0,671000.0,3374000.0,3269000.0,conservative
Harsh Amble,46,985000.0,39200.0,151000.0,2079000.0,751000.0,2963000.0,6103000.0,aggressive
Matthew Pandey,33,523000.0,16100.0,404000.0,548000.0,384000.0,666000.0,2835000.0,conservative
Vedika Kata,53,1671000.0,89500.0,1263000.0,158000.0,301000.0,6835000.0,5226000.0,conservative
Balveer Radhakrishnan,54,1073000.0,49200.0,647000.0,2421000.0,803000.0,1902000.0,7025000.0,moderate
Fiyaz Uppal,42,681000.0,30900.0,145000.0,521000.0,651000.0,2022000.0,2285000.0,aggressive
Jonathan Hayer,36,1174000.0,83000.0,487000.0,3147000.0,1404000.0,2585000.0,11275000.0,conservative
Lajita Ganguly,23,315000.0,10700.0,465000.0,778000.0,254000.0,805000.0,2271000.0,conservative
Prisha Balan,53,1315000.0,46800.0,1606000.0,1198000.0,682000.0,694000.0,5879000.0,moderate
Balhaar Saraf,56,1899000.0,124700.0,2403000.0,1343000.0,1866000.0,8834000.0,13895000.0,aggressive
Yashoda Seth,38,681000.0,23600.0,537000.0,2029000.0,41000.0,1040000.0,5929000.0,moderate
Arunima Kale,41,819000.0,55200.0,827000.0,2014000.0,412000.0,2461000.0,7168000.0,moderate
Kamala Borde,50,1425000.0,81500.0,1115000.0,3961000.0,1252000.0,52000.0,11836000.0,moderate
Ojasvi Ben,48,705000.0,36100.0,728000.0,36000.0,304000.0,1621000.0,2208000.0,conservative
Harini Pingle,27,513000.0,20900.0,668000.0,921000.0,36000.0,1967000.0,2646000.0,conservative
Isha Sabharwal,47,902000.0,39800.0,362000.0,722000.0,120000.0,2762000.0,2823000.0,moderate
Lopa Dhaliwal,57,2057000.0,130800.0,2939000.0,2312000.0,413000.0,3276000.0,14437000.0,aggressive
Dhruv Rau,50,1550000.0,48900.0,2131000.0,424000.0,1546000.0,5042000.0,9033000.0,conservative
Harshil Kumer,40,1075000.0,65800.0,707000.0,2413000.0,930000.0,4276000.0,6339000.0,moderate
Upadhriti Seshadri,41,550000.0,35000.0,807000.0,867000.0,504000.0,435000.0,4135000.0,moderate
Jai Edwin,31,593000.0,34700.0,788000.0,1409000.0,647000.0,195000.0,6189000.0,conservative
Indali Gade,47,778000.0,24500.0,84000.0,272000.0,283000.0,1796000.0,1255000.0,moderate
Adya Sibal,31,607000.0,36500.0,67000.0,1816000.0,541000.0,1328000.0,6129000.0,aggressive
Xiti Varkey,34,320000.0,19000.0,344000.0,335000.0,140000.0,75000.0,1095000.0,moderate
Wakeeta Setty,32,379000.0,11300.0,450000.0,1082000.0,357000.0,1288000.0,3636000.0,conservative
Reyansh Lal,34,1092000.0,72400.0,448000.0,2216000.0,912000.0,3175000.0,5444000.0,conservative
Jagdish Sawhney,35,859000.0,29800.0,664000.0,280000.0,1020000.0,1343000.0,1706000.0,moderate
Hardik Vyas,25,358000.0,24800.0,298000.0,840000.0,325000.0,496000.0,2491000.0,moderate
Mugdha Pandey,49,906000.0,29100.0,631000.0,1524000.0,6000.0,1308000.0,6311000.0,aggressive
Saumya Kata,38,588000.0,23000.0,88000.0,333000.0,494000.0,334000.0,1491000.0,moderate
Chandresh Choudhury,58,1673000.0,96900.0,615000.0,940000.0,204000.0,7766000.0,5773000.0,conservative
Ubika Cheema,28,452000.0,15800.0,556000.0,1292000.0,296000.0,136000.0,4322000.0,conservative
Unnati Nath,47,2019000.0,74400.0,315000.0,6048000.0,381000.0,438000.0,13210000.0,aggressive
Divya Mahajan,28,478000.0,14200.0,455000.0,826000.0,284000.0,1870000.0,3759000.0,moderate
Krishna Seshadri,42,1021000.0,64900.0,990000.0,573000.0,971000.0,2345000.0,4949000.0,moderate
Yug Sathe,40,572000.0,17600.0,822000.0,584000.0,198000.0,2320000.0,4052000.0,moderate
Anjali Borra,39,789000.0,43800.0,1169000.0,502000.0,145000.0,2011000.0,5974000.0,conservative
Ranveer Banerjee,46,1213000.0,64800.0,1723000.0,2211000.0,458000.0,5451000.0,9794000.0,moderate
Watika Wable,53,1216000.0,61400.0,1015000.0,1460000.0,253000.0,2122000.0,5765000.0,conservative
Elijah Dayal,34,607000.0,27200.0,67000.0,688000.0,134000.0,1777000.0,2202000.0,moderate
Unni Luthra,54,1592000.0,66300.0,720000.0,3828000.0,1332000.0,1751000.0,14325000.0,aggressive
Ganga Apte,29,926000.0,63900.0,685000.0,2677000.0,783000.0,2076000.0,7854000.0,aggressive
Aryan Sehgal,33,721000.0,44600.0,77000.0,426000.0,458000.0,479000.0,1074000.0,conservative
Gaurav Badal,33,1022000.0,69100.0,106000.0,1271000.0,309000.0,2547000.0,5393000.0,moderate
Qarin Taneja,58,1939000.0,115800.0,1008000.0,3121000.0,1232000.0,4458000.0,13500000.0,moderate
Falan Patla,26,643000.0,41000.0,393000.0,474000.0,732000.0,85000.0,2629000.0,moderate
Mohini Dani,37,666000.0,46200.0,594000.0,803000.0,307000.0,302000.0,3090000.0,moderate
Sudiksha Comar,38,800000.0,38500.0,1122000.0,134000.0,407000.0,2254000.0,4778000.0,moderate
Finn Gole,52,1258000.0,84200.0,776000.0,156000.0,746000.0,4508000.0,2630000.0,conservative
Vasudha Dhar,40,1126000.0,34900.0,135000.0,2656000.0,241000.0,3724000.0,6071000.0,conservative
Vincent Raj,58,2059000.0,69300.0,1715000.0,2095000.0,605000.0,7413000.0,9158000.0,moderate
Pranit Mangat,50,1337000.0,66300.0,761000.0,2837000.0,1109000.0,3199000.0,8745000.0,aggressive
Chatresh Swaminathan,48,1645000.0,79100.0,2232000.0,409000.0,319000.0,2800000.0,4187000.0,conservative
Qasim Chand,50,1051000.0,49800.0,710000.0,2115000.0,762000.0,3611000.0,7126000.0,moderate
Ojasvi Chandran,28,695000.0,35800.0,359000.0,1362000.0,322000.0,941000.0,3703000.0,conservative
Bhavini Chhabra,39,1277000.0,65900.0,1404000.0,3147000.0,469000.0,4017000.0,11972000.0,aggressive
Ikshita Cherian,44,1356000.0,88700.0,1038000.0,832000.0,895000.0,619000.0,5426000.0,moderate
Kevin Bali,29,571000.0,24900.0,488000.0,944000.0,155000.0,1535000.0,3350000.0,moderate
Michael Sinha,26,565000.0,23900.0,153000.0,1528000.0,210000.0,2031000.0,2650000.0,moderate
Zaid Sidhu,27,347000.0,20300.0,206000.0,229000.0,218000.0,549000.0,1661000.0,conservative
David Arora,51,1410000.0,79200.0,165000.0,528000.0,1112000.0,6475000.0,1243000.0,conservative
Abdul Kumar,46,1266000.0,80700.0,1449000.0,1309000.0,1271000.0,462000.0,6555000.0,aggressive
Aarini Date,32,408000.0,17200.0,166000.0,1182000.0,404000.0,542000.0,4473000.0,moderate
Urishilla Shenoy,50,1511000.0,44500.0,340000.0,713000.0,903000.0,5110000.0,3895000.0,moderate
Charan Jhaveri,48,782000.0,53600.0,708000.0,280000.0,70000.0,3230000.0,3078000.0,moderate
Warhi Tara,53,1192000.0,37000.0,1061000.0,3568000.0,269000.0,676000.0,9725000.0,moderate
Ansh Viswanathan,56,1511000.0,86900.0,767000.0,1782000.0,1000.0,748000.0,8052000.0,conservative
Omaja Yadav,55,1127000.0,48000.0,1629000.0,505000.0,251000.0,2622000.0,5348000.0,aggressive
Damini Pal,28,525000.0,24600.0,510000.0,880000.0,19000.0,907000.0,4673000.0,moderate
Samuel Bains,51,1346000.0,86300.0,1875000.0,56000.0,1154000.0,3700000.0,4806000.0,moderate
Hardik Sanghvi,36,593000.0,27700.0,288000.0,757000.0,389000.0,2499000.0,1797000.0,conservative
Ira Lalla,37,1006000.0,35400.0,855000.0,109000.0,43000.0,1453000.0,2715000.0,moderate
Eshana Anand,46,872000.0,52800.0,566000.0,1479000.0,646000.0,45000.0,3283000.0,moderate
Anusha Madan,44,2383000.0,71500.0,1547000.0,4466000.0,2328000.0,7994000.0,18390000.0,moderate
Balendra Master,37,794000.0,32200.0,95000.0,8000.0,27000.0,2234000.0,236000.0,moderate
Ansh Shroff,59,1059000.0,54600.0,390000.0,1629000.0,161000.0,2730000.0,7481000.0,moderate
Aishani Kamdar,28,361000.0,17100.0,473000.0,1023000.0,204000.0,1416000.0,4117000.0,moderate
Ranveer Bahl,25,605000.0,33300.0,776000.0,723000.0,31000.0,2571000.0,2376000.0,conservative
George Radhakrishnan,23,290000.0,13100.0,59000.0,830000.0,7000.0,209000.0,2753000.0,aggressive
Henry Hari,52,838000.0,38100.0,64000.0,2422000.0,586000.0,3486000.0,8894000.0,moderate
Anya Babu,37,1112000.0,48600.0,220000.0,801000.0,751000.0,3007000.0,1646000.0,conservative
Tamanna Rout,38,744000.0,49200.0,726000.0,1289000.0,720000.0,3240000.0,6775000.0,conservative
Reva Om,46,1433000.0,42800.0,570000.0,3570000.0,134000.0,4068000.0,14092000.0,conservative
Arin Shroff,38,1193000.0,81500.0,1379000.0,2538000.0,1284000.0,5334000.0,12540000.0,conservative
Kashvi Sule,43,1139000.0,50200.0,67000.0,2597000.0,25000.0,4741000.0,7260000.0,moderate
Bishakha Ratta,24,856000.0,38000.0,931000.0,670000.0,310000.0,1395000.0,4993000.0,conservative
Neel Sarna,27,260000.0,15400.0,347000.0,716000.0,15000.0,836000.0,2896000.0,conservative
Dayita Sarma,57,1145000.0,51900.0,132000.0,809000.0,336000.0,3252000.0,2297000.0,moderate
Shaurya Joshi,39,818000.0,44900.0,1070000.0,1582000.0,800000.0,2189000.0,4307000.0,conservative
Urvi Deshpande,28,1125000.0,75200.0,1554000.0,2986000.0,169000.0,618000.0,12443000.0,conservative
Baghyawati Koshy,36,1482000.0,95500.0,1226000.0,1598000.0,359000.0,175000.0,9764000.0,moderate
Vedika Loyal,34,1130000.0,57200.0,523000.0,1872000.0,829000.0,1935000.0,3897000.0,aggressive
Alexander Bhattacharyya,32,492000.0,29000.0,426000.0,1019000.0,13000.0,1225000.0,2302000.0,moderate
Charvi Batta,33,540000.0,24600.0,270000.0,1504000.0,390000.0,1492000.0,3412000.0,moderate
Warjas Lall,49,932000.0,57300.0,1308000.0,1253000.0,1000000.0,2413000.0,5731000.0,aggressive
Amaira Purohit,26,334000.0,12100.0,280000.0,604000.0,28000.0,243000.0,2431000.0,conservative
Neelima Kant,33,1155000.0,35900.0,1395000.0,491000.0,8000.0,4721000.0,6736000.0,aggressive
Daksh Taneja,39,822000.0,42500.0,768000.0,161000.0,400000.0,2959000.0,1462000.0,aggressive
Manbir Chauhan,42,962000.0,36700.0,450000.0,62000.0,980000.0,4153000.0,1769000.0,moderate
Alexander Wagle,55,1908000.0,113600.0,1479000.0,2728000.0,2141000.0,8426000.0,13824000.0,moderate
Yatan Srinivasan,57,852000.0,28400.0,1130000.0,1395000.0,819000.0,3545000.0,6939000.0,moderate
Ishaan Bali,33,698000.0,20600.0,422000.0,181000.0,544000.0,2318000.0,1194000.0,conservative
Darika Chanda,42,681000.0,39000.0,371000.0,370000.0,349000.0,1499000.0,1269000.0,moderate
Mohammed Chatterjee,22,271000.0,13600.0,389000.0,217000.0,257000.0,861000.0,1149000.0,moderate
Kavya Baral,45,900000.0,62000.0,481000.0,2406000.0,817000.0,1114000.0,6733000.0,moderate
Teerth Behl,27,380000.0,15000.0,493000.0,113000.0,84000.0,1752000.0,1713000.0,aggressive
Vedant Dave,24,400000.0,13700.0,123000.0,588000.0,344000.0,1265000.0,1688000.0,conservative
Utkarsh Seshadri,47,1270000.0,38300.0,1521000.0,3006000.0,1208000.0,3802000.0,13114000.0,moderate
Noah Dhawan,28,472000.0,22500.0,445000.0,1232000.0,510000.0,1370000.0,6211000.0,moderate
Aayush Borra,40,1059000.0,35300.0,238000.0,2202000.0,927000.0,3620000.0,4452000.0,moderate
Pushti Dixit,25,299000.0,18400.0,43000.0,238000.0,263000.0,1025000.0,1050000.0,conservative
Anika Sundaram,50,1625000.0,52300.0,784000.0,592000.0,1758000.0,360000.0,2732000.0,conservative
Jagdish Som,51,1223000.0,82600.0,1227000.0,579000.0,285000.0,2594000.0,4933000.0,conservative
Divya Sem,43,874000.0,45200.0,500000.0,2020000.0,577000.0,4262000.0,8402000.0,moderate
Champak Brahmbhatt,53,1049000.0,61000.0,465000.0,933000.0,1125000.0,3977000.0,4533000.0,aggressive
Anusha Kaur,38,790000.0,27400.0,706000.0,801000.0,599000.0,756000.0,5117000.0,conservative
Harita Devi,29,1049000.0,34500.0,1501000.0,552000.0,1172000.0,2244000.0,6742000.0,aggressive
Krishna Buch,27,465000.0,20400.0,105000.0,606000.0,28000.0,1074000.0,1095000.0,moderate
Vasudha Ramaswamy,30,389000.0,19800.0,383000.0,390000.0,100000.0,1903000.0,2118000.0,aggressive
Priya Singh,29,752000.0,40000.0,1032000.0,805000.0,200000.0,3579000.0,4497000.0,moderate
Ria Warrior,34,610000.0,26200.0,509000.0,62000.0,57000.0,235000.0,2181000.0,moderate
Bhavini Vyas,30,641000.0,26000.0,928000.0,890000.0,479000.0,850000.0,7066000.0,moderate
Ekaja Bose,44,866000.0,60700.0,794000.0,291000.0,417000.0,316000.0,2323000.0,conservative
Qadim Gulati,27,744000.0,30200.0,763000.0,1196000.0,216000.0,723000.0,6426000.0,moderate
Qadim Varkey,45,899000.0,31400.0,1076000.0,1805000.0,785000.0,2019000.0,6029000.0,moderate
Logan Ramaswamy,34,1174000.0,51800.0,399000.0,1923000.0,953000.0,3525000.0,7829000.0,moderate
Xiti Oza,48,838000.0,35100.0,723000.0,368000.0,39000.0,3403000.0,2452000.0,moderate
Advik Basu,41,871000.0,40700.0,819000.0,1611000.0,459000.0,379000.0,8083000.0,conservative
Balendra Nayak,56,2432000.0,134100.0,545000.0,3012000.0,2102000.0,3419000.0,5577000.0,conservative
Amrita Kakar,38,912000.0,49500.0,648000.0,983000.0,113000.0,2781000.0,5312000.0,moderate
Jhalak Chander,33,1517000.0,88400.0,1771000.0,677000.0,1447000.0,3485000.0,6247000.0,moderate
Harita Kapur,44,974000.0,34800.0,106000.0,2905000.0,720000.0,1501000.0,10076000.0,conservative
Bimala Buch,47,1286000.0,40000.0,835000.0,1515000.0,1108000.0,1143000.0,4063000.0,moderate
Harrison Gala,38,1675000.0,104000.0,438000.0,2293000.0,503000.0,5934000.0,10023000.0,moderate
Harrison Ravi,43,609000.0,23300.0,186000.0,172000.0,546000.0,715000.0,1133000.0,conservative
Ekapad Jaggi,39,505000.0,21400.0,401000.0,1023000.0,105000.0,1728000.0,3456000.0,conservative
Fariq Brar,33,519000.0,25000.0,48000.0,440000.0,536000.0,2379000.0,1149000.0,conservative
Nandini Tiwari,33,911000.0,53800.0,607000.0,2023000.0,225000.0,983000.0,5888000.0,conservative
Rajeshri Oza,56,848000.0,30500.0,74000.0,171000.0,273000.0,3061000.0,728000.0,moderate
Ridhi Tella,47,1448000.0,96700.0,2016000.0,1289000.0,1166000.0,5798000.0,5283000.0,moderate
Yahvi Pall,25,487000.0,20700.0,648000.0,1089000.0,195000.0,1541000.0,5697000.0,aggressive
Fariq Baria,58,3157000.0,221300.0,1127000.0,3751000.0,1171000.0,5138000.0,16911000.0,conservative
Warjas Chowdhury,49,1795000.0,73700.0,261000.0,185000.0,135000.0,2153000.0,951000.0,moderate
Vanya Chanda,23,381000.0,22600.0,158000.0,902000.0,375000.0,1500000.0,1961000.0,moderate
Ucchal Natt,49,2003000.0,89900.0,183000.0,5802000.0,1104000.0,3264000.0,23514000.0,moderate
Ayush Purohit,44,1292000.0,82700.0,1441000.0,1459000.0,609000.0,5207000.0,8946000.0,moderate
Laban Bose,56,1268000.0,61400.0,1119000.0,2365000.0,374000.0,5330000.0,11270000.0,conservative
Chatura Suri,40,623000.0,40800.0,522000.0,696000.0,415000.0,2710000.0,3753000.0,conservative
Omaja Golla,41,791000.0,47900.0,1017000.0,1317000.0,531000.0,3230000.0,4955000.0,moderate
Ranbir Nigam,33,675000.0,36200.0,826000.0,1496000.0,2000.0,3039000.0,8137000.0,moderate
Rachana Doshi,34,765000.0,30300.0,492000.0,1453000.0,79000.0,3557000.0,5258000.0,conservative
Isha Chand,45,523000.0,20900.0,489000.0,494000.0,385000.0,1291000.0,2122000.0,aggressive
Niharika Kari,53,1283000.0,90400.0,886000.0,751000.0,437000.0,1869000.0,4884000.0,moderate
Ekaja Hayre,55,1470000.0,99600.0,1404000.0,2401000.0,1735000.0,1390000.0,14113000.0,conservative
Tanmayi Kade,51,1593000.0,55700.0,430000.0,3152000.0,475000.0,3115000.0,12324000.0,moderate
Zaitra Gupta,45,1953000.0,73600.0,947000.0,3366000.0,356000.0,2473000.0,14143000.0,conservative
Isha Savant,41,1030000.0,34600.0,428000.0,396000.0,55000.0,4337000.0,1787000.0,aggressive
Ishanvi Bahri,34,524000.0,19700.0,153000.0,558000.0,432000.0,2204000.0,1562000.0,conservative
Pahal Chopra,51,696000.0,28700.0,452000.0,1555000.0,243000.0,1541000.0,7180000.0,aggressive
Hitesh Sandhu,34,916000.0,58700.0,1011000.0,403000.0,301000.0,3704000.0,4948000.0,moderate
Zaitra Arya,32,480000.0,15900.0,300000.0,1272000.0,64000.0,1538000.0,5743000.0,conservative
Ayush Pall,54,1923000.0,126800.0,2836000.0,2691000.0,121000.0,5524000.0,21399000.0,aggressive
Nakul Garg,44,1745000.0,121600.0,852000.0,4142000.0,482000.0,7076000.0,12054000.0,aggressive
Pooja Sarraf,35,440000.0,18000.0,627000.0,450000.0,209000.0,1771000.0,3231000.0,moderate
Garima Virk,54,1724000.0,83100.0,570000.0,1858000.0,1370000.0,6893000.0,7067000.0,moderate
Urmi Bassi,58,2452000.0,125600.0,1263000.0,7113000.0,298000.0,6688000.0,18921000.0,moderate
Ekapad Om,34,1029000.0,38800.0,296000.0,1751000.0,452000.0,1650000.0,5865000.0,moderate
Ekbal Kalla,41,463000.0,27600.0,183000.0,142000.0,551000.0,933000.0,1287000.0,conservative
Girindra Brar,40,690000.0,36800.0,192000.0,1982000.0,564000.0,2349000.0,8346000.0,moderate
Charita Devi,48,773000.0,26200.0,739000.0,869000.0,927000.0,3518000.0,4499000.0,aggressive
Nisha Raju,58,1874000.0,124600.0,639000.0,3993000.0,179000.0,6771000.0,9783000.0,moderate
Hredhaan Bahl,42,1156000.0,48300.0,200000.0,446000.0,562000.0,4572000.0,2318000.0,conservative
Harinakshi Khosla,52,525000.0,18700.0,229000.0,1347000.0,145000.0,766000.0,5740000.0,aggressive
Eshana Sathe,44,963000.0,67500.0,995000.0,2771000.0,1088000.0,2110000.0,10949000.0,conservative
Noah Chokshi,55,1926000.0,64400.0,1293000.0,2212000.0,2092000.0,7192000.0,9358000.0,moderate
Maanas Nigam,37,869000.0,27500.0,240000.0,377000.0,593000.0,3784000.0,1206000.0,moderate
Anirudh Dube,36,831000.0,32500.0,118000.0,1390000.0,306000.0,2128000.0,3505000.0,conservative
Faris Toor,38,757000.0,32100.0,838000.0,367000.0,495000.0,69000.0,1851000.0,moderate
Vinaya Ramakrishnan,59,1101000.0,52000.0,1179000.0,1460000.0,1151000.0,4876000.0,6852000.0,conservative
Janya Nadkarni,45,1098000.0,63400.0,790000.0,2051000.0,756000.0,534000.0,5171000.0,aggressive
Gaurang Khalsa,27,484000.0,21500.0,395000.0,202000.0,444000.0,1282000.0,1668000.0,aggressive
Pushti Dara,23,415000.0,21800.0,165000.0,1180000.0,343000.0,994000.0,2852000.0,conservative
Pallavi Suresh,41,1231000.0,36200.0,928000.0,2606000.0,144000.0,5922000.0,13135000.0,aggressive
Vasudha Khalsa,52,1391000.0,62900.0,1539000.0,1508000.0,1265000.0,868000.0,5509000.0,aggressive
Michael Dasgupta,40,1364000.0,93500.0,1594000.0,1701000.0,341000.0,4530000.0,8564000.0,conservative
Pahal Bahri,43,908000.0,55800.0,494000.0,2310000.0,949000.0,1412000.0,5179000.0,conservative
Sarthak Grewal,52,814000.0,48900.0,842000.0,1162000.0,302000.0,1767000.0,5860000.0,moderate
Rayaan Kar,41,1140000.0,47700.0,861000.0,3376000.0,772000.0,2374000.0,9695000.0,moderate
Dev Varty,56,1557000.0,77100.0,1747000.0,290000.0,534000.0,2713000.0,3588000.0,moderate
Jairaj Parekh,46,1357000.0,87300.0,1427000.0,1105000.0,14000.0,5972000.0,7599000.0,moderate
Alka Devan,49,800000.0,52700.0,910000.0,1244000.0,749000.0,2886000.0,6129000.0,moderate
Arjun Boase,51,2461000.0,144600.0,711000.0,1003000.0,2111000.0,11062000.0,3472000.0,moderate
Krisha Agrawal,45,1417000.0,68300.0,733000.0,1514000.0,1571000.0,5732000.0,8801000.0,moderate
Krishna Barad,23,303000.0,9800.0,132000.0,473000.0,208000.0,631000.0,2100000.0,moderate
Hemangini Cheema,38,620000.0,21200.0,433000.0,485000.0,140000.0,191000.0,2794000.0,aggressive
Nachiket Srinivas,27,693000.0,20200.0,502000.0,342000.0,142000.0,1035000.0,3257000.0,conservative
Chaaya Tank,41,656000.0,29000.0,668000.0,528000.0,306000.0,1134000.0,4027000.0,conservative
Bhavika Mohan,27,1048000.0,31600.0,918000.0,260000.0,416000.0,534000.0,3189000.0,moderate
Ranveer Bedi,41,779000.0,36800.0,694000.0,458000.0,381000.0,600000.0,4502000.0,moderate
Raghav Kapur,35,1379000.0,74600.0,1335000.0,252000.0,372000.0,159000.0,4928000.0,conservative
Chandresh Vora,22,281000.0,15200.0,125000.0,803000.0,333000.0,616000.0,1709000.0,moderate
Mahika Dave,26,765000.0,40000.0,289000.0,370000.0,79000.0,649000.0,1151000.0,moderate
Anmol Dave,41,746000.0,28800.0,270000.0,3000.0,662000.0,1013000.0,472000.0,moderate
Damyanti Sarna,24,372000.0,18900.0,439000.0,1068000.0,253000.0,894000.0,3600000.0,moderate
Waida Bajwa,54,1882000.0,131700.0,360000.0,4283000.0,1255000.0,1544000.0,7062000.0,conservative
Devansh Salvi,50,1614000.0,77000.0,820000.0,1293000.0,1188000.0,528000.0,6121000.0,moderate
Gauri Butala,48,1779000.0,116700.0,812000.0,4691000.0,1930000.0,6812000.0,14258000.0,moderate
Abdul Bajaj,28,430000.0,19400.0,391000.0,1124000.0,348000.0,1904000.0,3651000.0,aggressive
Madhav Raju,52,1391000.0,76700.0,1934000.0,3092000.0,452000.0,2348000.0,12936000.0,aggressive
Bhavani Ramachandran,46,1765000.0,86900.0,2337000.0,3136000.0,570000.0,4082000.0,14017000.0,conservative
Eshana Char,36,617000.0,35700.0,125000.0,1082000.0,613000.0,889000.0,4792000.0,conservative
Barkha Sarna,22,367000.0,24400.0,306000.0,1067000.0,211000.0,848000.0,3497000.0,conservative
Avni Narasimhan,42,926000.0,44000.0,96000.0,1292000.0,783000.0,412000.0,5282000.0,aggressive
Ranbir Suresh,52,1451000.0,88100.0,1740000.0,3520000.0,655000.0,3334000.0,19116000.0,moderate
Mahika Mammen,23,345000.0,22700.0,205000.0,116000.0,306000.0,796000.0,825000.0,aggressive
Ekta Ben,23,254000.0,15800.0,92000.0,534000.0,129000.0,390000.0,1005000.0,aggressive
